original_term;original_term_clean;clean_name;country_origin;holding;studio_location
JoyImpact;joyimpact;JoyImpact;KOR;;KOR
Joymania Entertainment;joymania_ent;Joymania Entertainment;DEU;;DEU
JoyMasher;joymasher;JoyMasher;BRA;;BRA
Joymaster Holding Co., Ltd.;joymaster_holding;Joymaster;TWN;;TWN
Joymax;joymax;Joymax;KOR;;KOR
Joymax Co., Ltd.;joymax;Joymax;KOR;;KOR
Joystick Ventures;joystick_ventures;Joystick Ventures;USA;;USA
JPN 8bits fanatics;jpn_8bits_fanatics;8bits fanatics;JPN;;JPN
jsmars;jsmars;Jsmars;USA;;USA
JTB West;jtb_west;JTB West;JPN;;JPN
Ju Cai;ju_cai;Ju Cai;CHN;;CHN
Judo Baby;judo_baby;Judo Baby;USA;;USA
Juggler Games;juggler_games;Juggler Games;POL;;POL
Jugilus;jugilus;Jugilus;JPN;;JPN
Juice Games;juice_games;Juice Games;USA;THQ;GBR
JuiceBox Games;juicebox_games;JuiceBox Games;USA;;USA
Juicy Beast Studio;juicy_beast;Juicy Beast;CAN;;CAN
Jujubee S.A.;jujubee;Jujubee;POL;;POL
julio9;julio9;Julio9;ESP;;ESP
Jump Over The Age;jump_over_the_age;Jump Over The Age;GBR;;GBR
Jumpin' Jack Software;jumpin_jack;Jumpin Jack Software;USA;;USA
Jumpin' Jack Software Inc.;jumpin_jack;Jumpin Jack Software;USA;;USA
Jumpship;jumpship;Jumpship;SWE;Thunderful Group;GBR
Jumpsuit Entertainment;jumpsuit_ent;Jumpsuit Entertainment;DEU;;DEU
Junction Point Studios;junction_point;Junction Point Studios;USA;Disney;USA
Jundroo, LLC;jundroo;Jundroo;USA;;USA
Junglevision Software;junglevision;Junglevision;USA;;USA
Junkfish Limited;junkfish;Junkfish;GBR;;GBR
Juno;juno;Juno;JPN;;JPN
Jupiter;jupiter;Jupiter Corporation;JPN;;JPN
Jupiter Corporation;jupiter;Jupiter Corporation;JPN;;JPN
Jupiter Multimedia;jupiter_multimedia;Jupiter Multimedia;USA;;USA
Juppiomenz;juppiomenz;Juppiomenz;JPN;;JPN
Jurgen Honigl;jurgen_honigl;Jurgen Honigl;AUT;;AUT
Just A Pixel Ltd.;just_a_pixel;Just A Pixel;GBR;;GBR
Just Add Monsters;just_add_monsters;Ninja Theory;USA;Microsoft Corporation;GBR
Just Add Water;just_add_water;Just Add Water;GBR;;GBR
Just Add Water and Oddworld Inhabitants;just_add_water;Just Add Water;GBR;;GBR
Just Flight;just_flight;Just Flight;GBR;;GBR
Just For Fun Studios;just_for_fun;Just For Fun;USA;;USA
Just Plain Marky;just_plain_marky;Just Plain Marky;USA;;USA
Just Sims;just_sims;Just Sims;USA;;USA
Just1337 Publisher;just1337;Just1337;RUS;;RUS
Just1337 Studio;just1337;Just1337;RUS;;RUS
Just2D;just2d;Just2D;DEU;;DEU
Justin Le Clair;justin_le_clair;Justin Le Clair;USA;;USA
Jutsu Games;jutsu_games;Jutsu Games;POL;;POL
JV Games;jv_games;JV Games;USA;;USA
JV Games Inc.;jv_games;JV Games;USA;;USA
JVC;jvc;JVC;JPN;JVC Kenwood;JPN
JVC Digital Studios;jvc;JVC;JPN;JVC Kenwood;JPN
JVC Musical Industries, Inc.;jvc;JVC;JPN;JVC Kenwood;USA
JW, Kitty, Jukio, and Dom;kitty_calis;Kitty Calis;NLD;;NLD
J-Wing;j_wing;J Wing;JPN;;JPN
K Amusement Leasing;k_amusement_leasing;K Amusement Leasing;JPN;;JPN
K Bros Games;k_bros_games;K Bros Games;USA;;USA
K2;k2;K2;JPN;Capcom;JPN
K2 / Kurogane;k2_kurogane;K2;JPN;Capcom;JPN
K2 LLC;k2;K2;JPN;Capcom;JPN
K2 Network;k2_network;GamersFirst;USA;Little Orbit;USA
Kaare Kjellerup;kaare_kjellerup;Kaare Kjellerup;DNK;;DNK
Kaasa Health;kaasa_health;Kaasa Health;DEU;;DEU
Kaasa Solution;kaasa_solution;Kaasa Solution;DEU;;DEU
Kabam;kabam;Kabam;KOR;Netmarble;CAN
Kadokawa Games;kadokawa_games;Kadokawa Games;JPN;Kadokawa Corporation;JPN
Kadokawa Shoten;kadokawa_shoten;Kadokawa Shoten;JPN;Kadokawa Corporation;JPN
Kaga Create;kaga_create;Kaga Create;JPN;;JPN
Kaga Tech;kaga_tech;Kaga Tech;JPN;;JPN
KAGAMI WORKs;kagami_works;Kagami Works;CHN;;CHN
KAI;kai;KAI;JPN;;JPN
Kaigan Games OÃœ;kaigan_games;Kaigan Games;MYS;;MYS
Kaiko;kaiko;Kaiko;DEU;;DEU
Kaikomaster;kaikomaster;Kaikomaster;JPN;;JPN
Kailash SUbedi;kailash_subedi;Kailash Subedi;NPL;;NPL
Kairosoft Co. Ltd;kairosoft;Kairosoft;JPN;;JPN
Kairosoft Co.,Ltd;kairosoft;Kairosoft;JPN;;JPN
Kaixin Network Technology Co. Ltd - loftygame;kaixin_network;Kaixin Network;CHN;;CHN
Kaizen Game Works;kaizen_game_works;Kaizen Game Works;GBR;;GBR
KAJ;kaj;KAJ;JPN;;JPN
Kaj Forell Video Game Brand;kaj_forell;Kaj Forell;SWE;;SWE
Kakao Games;kakao_games;Kakao Games;KOR;;KOR
Kalisto;kalisto;Kalisto Entertainment;FRA;;FRA
Kalisto Entertainment;kalisto;Kalisto Entertainment;FRA;;FRA
Kalypso;kalypso_media;Kalypso Media;DEU;;DEU
Kalypso Media;kalypso_media;Kalypso Media;DEU;;DEU
kamadasyoko;kamadasyoko;Kamada Syoko;JPN;;JPN
Kamehan Studios;kamehan_studios;Kamehan Studios;USA;;USA
KamiSama;kamisama;KamiSama;JPN;;JPN
Kamui;kamui;Kamui;JPN;;JPN
Kando Games;kando_games;Kando Games;FRA;;FRA
Kaneko;kaneko;Kaneko;JPN;;JPN
Kaneko Co. Ltd;kaneko;Kaneko;JPN;;JPN
Kanisky;kanisky;Kanisky;JPN;;JPN
Kaolink;kaolink;Kaolink;FRA;;FRA
Kaos nyrb;kaos_nyrb;Kaos Nyrb;USA;;USA
Kaos Studios;kaos_studios;Kaos Studios;USA;THQ;USA
Karin Entertainment;karin_ent;Karin Entertainment;JPN;;JPN
Karma Studios;karma_studios;Karma Studios;NLD;;NLD
Karuchua;karuchua;Karuchua;JPN;;JPN
Kasedo Games;kasedo_games;Kasedo Games;DEU;Kalypso Media;GBR
Kat Games;kat_games;KatGames;ESP;;ESP
Katana Games;katana_games;Katana Games;USA;;USA
Katauri Interactive;katauri_interactive;Katauri Interactive;RUS;1C Company;RUS
KatGames;kat_games;KatGames;ESP;;ESP
Kawada;kawada;Kawada Company;JPN;;JPN
Kawamoto Industrial;kawamoto_industrial;Kawamoto Industrial;JPN;;JPN
Kawamoto Industrial Co., Ltd;kawamoto_industrial;Kawamoto Industrial;JPN;;JPN
Kay Enterprises Co.;kay_enterprises;Kay Enterprises;JPN;;JPN
KAYAC;kayac;KAYAC;JPN;;JPN
Kazakov Oleg;kazakov_oleg;Oleg Kazakov;RUS;;RUS
Kaze;kaze;KAze;JPN;;JPN
KAZe Co.;kaze;KAze;JPN;;JPN
KAZe Co., Ltd.;kaze;KAze;JPN;;JPN
Kazgaroth;kazgaroth;Kazgaroth;GBR;;GBR
KBMJ;kbmj;Appirits (KBMJ);JPN;;JPN
KCE Nagoya;kce_nagoya;Konami Nagoya;JPN;Konami Group;JPN
KCE Sapporo;kce_sapporo;Konami Sapporo;JPN;Konami Group;JPN
KCE Studios;kce_studios;Konami Studios;JPN;Konami Group;JPN
KCE Tokyo Inc;kce_tokyo;Konami Tokyo;JPN;Konami Group;JPN
KCEA;konami_america;Konami America;JPN;Konami Group;USA
KCEA Honolulu;konami_honolulu;Konami Honolulu;JPN;Konami Group;USA
KCEJ;kcej;Konami Japan;JPN;Konami Group;JPN
KCEJ / Kojima Productions;kcej_kojima;Konami Kojima;JPN;Konami Group;JPN
KCEK;kce_kyoto;Konami Kyoto;JPN;Konami Group;JPN
KCEO;kce_osaka;Konami Osaka;JPN;Konami Group;JPN
KCET;kce_tokyo;Konami Tokyo;JPN;Konami Group;JPN
kChamp Games;kchamp_games;kChamp Games;USA;;USA
KD Lab;kd_lab;KD Lab;RUS;;RUS
K-D Lab;kd_lab;KD Lab;RUS;;RUS
K-dog;k_dog;K Dog;USA;;USA
KDV Games;kdv_games;KDV Games;RUS;;RUS
Keen Games;keen_games;Keen Games;DEU;;DEU
Keen Software House;keen_software_house;Keen Software House;CZE;;CZE
keith curtis;keith_curtis;Keith Curtis;USA;;USA
Keldyn Interactive;keldyn_interactive;Keldyn Interactive;AUS;;AUS
Kemco;kemco;Kemco;JPN;Kotobuki Solution;JPN
Kemco-Seika;kemco_seika;Kemco;JPN;Kotobuki Solution;USA
Kemono Games;kemono_games;Kemono Games;ESP;;ESP
Ken Chen;ken_chen;Ken Chen;USA;;USA
KeokeN Interactive;keoken_interactive;KeokeN Interactive;NLD;;NLD
Kerberos Productions;kerberos_productions;Kerberos Productions;CAN;;CAN
Kerberos Productions Inc.;kerberos_productions;Kerberos Productions;CAN;;CAN
Kerem San;kerem_san;Kerem San;TUR;;TUR
Kero Makura;kero_makura;Kero Makura;JPN;;JPN
kerry;kerry;Kerry;USA;;USA
Kesmai Studios;kesmai_studios;Kesmai;USA;Electronic Arts;USA
Ketchapp;ketchapp;Ketchapp;FRA;Ubisoft;FRA
Kevin Costello;kevin_costello;Kevin Costello;USA;;USA
Kevin Robinson;kevin_robinson;Kevin Robinson;USA;;USA
Kevin Ryan;kevin_ryan;Kevin Ryan;USA;;USA
Key;key;Key;CHN;Tencent;JPN
Key Game;key_game;Key;CHN;Tencent;JPN
Key17 Games;key17_games;Key17 Games;USA;;USA
Keynet;keynet;Keynet;JPN;;JPN
Keypunch;keypunch;Keypunch Software;USA;;USA
Keys Factory;keys_factory;Keys Factory;JPN;;JPN
Keystone Game Studio;keystone_game_studio;Keystone Game Studio;USA;;USA
kFunction Ltd;kfunction_ltd;kFunction;GBR;;GBR
Khabal Gaming;khabal_gaming;Khabal Gaming;USA;;USA
Khaeon;khaeon;Khaeon Games;NLD;;NLD
Khaos;khaos;Khaos;JPN;;JPN
KHB-Soft;khb_soft;KHB Soft;RUS;;RUS
Kheops Studio;kheops_studio;Kheops Studio;FRA;;FRA
KID;kid;KID;JPN;Cyber Group;JPN
KID Corporation;kid;KID;JPN;Cyber Group;JPN
Kiddinx;kiddinx;Kiddinx Entertainment;DEU;;DEU
Kidguru Studios;kidguru_studios;Kidguru Studios;USA;;USA
Kids Station;kids_station;Kids Station;JPN;;JPN
Kidum Multimedia Ltd.;kidum_multimedia;Kidum Multimedia;ISR;;ISR
Killaware;killaware;Killaware;JPN;;JPN
Killer Game;killer_game;Killer Game;USA;;USA
KillHouse Games;killhouse_games;KillHouse Games;ROU;;ROU
Killmonday Games;killmonday_games;Killmonday Games;SWE;;SWE
KillPixel;killpixel;KillPixel;USA;;USA
Killspace Entertainment;killspace_ent;Killspace Entertainment;USA;;USA
Kiloo Games;kiloo_games;Kiloo;DNK;;DNK
Kindling;kindling;Kindling;USA;;USA
Kinelco;kinelco;Kinelco;JPN;;JPN
Kinesoft;kinesoft;Kinesoft;USA;;USA
Kinesoft Development;kinesoft;Kinesoft;USA;;USA
KING Art Games;king_art_games;KING Art Games;DEU;;DEU
King Games;king_games;King;USA;Microsoft Corporation;SWE
King of the Jungle;king_of_the_jungle;King of the Jungle;GBR;;GBR
King Records;king_records;King Records;JPN;;JPN
King.com;king;King;USA;Microsoft Corporation;SWE
Kingdom;kingdom;Kingdom;JPN;;JPN
KingIsle Entertainment;kingsisle_ent;KingsIsle Entertainment;DEU;;DEU
KingsIsle Entertainment;kingsisle_ent;KingsIsle Entertainment;DEU;;DEU
Kinmoku;kinmoku;Kinmoku;GBR;;GBR
Kinto Games LLC;kinto_games;Kinto Games;USA;;USA
Kirat;kirat;Kirat;JPN;;JPN
Kirihara Shoten;kirihara_shoten;Kirihara Shoten;JPN;;JPN
Kirin Entertainment;kirin_ent;Kirin Entertainment;USA;;USA
Kiss;kiss;Kiss;JPN;;JPN
Kita Denshi;kita_denshi;Kita Denshi;JPN;;JPN
KITATUS;kitatus;Kitatus Studios;GBR;;GBR
KITATUS STUDIOS;kitatus;Kitatus Studios;GBR;;GBR
Kite Games;kite_games;Kite Games;HUN;;HUN
Kitfox Games;kitfox_games;Kitfox Games;CAN;;CAN
kittie;kittie;Kittie;USA;;USA
Kittie Software;kittie;Kittie;USA;;USA
Kitty Group;kitty_group;Kitty Group;JPN;;JPN
Kitty Media;kitty_media;Kitty Media;USA;;USA
kiwasabi;kiwasabi;Kiwasabi;JPN;;JPN
KLab Global Pte. Ltd.;klab_global;KLab;JPN;;JPN
Klei Entertainment;klei_entertainment;Klei Entertainment;CHN;Tencent;CAN
Kloonigames;kloonigames;Kloonigames;FIN;;FIN
KMM Games;kmm_games;KMM Games;AUS;;AUS
KnapNok Games;knapnok_games;KnapNok Games;DNK;;DNK
knickstorm;knickstorm;Knickstorm;USA;;USA
Knife Edge Software;knife_edge_software;Knife Edge Software;USA;;USA
Knight Technologies;knight_tech;Knight Technologies;USA;;USA
Knowledge Adventure;knowledge_adventure;Knowledge Adventure;USA;;USA
Knowledge Adventure Inc.;knowledge_adventure;Knowledge Adventure;USA;;USA
KnownWonder;knowwonder;KnowWonder;USA;Amaze Entertainment;USA
KnowWonder;knowwonder;KnowWonder;USA;Amaze Entertainment;USA
KnowWonder Digital Mediaworks;knowwonder;KnowWonder;USA;Amaze Entertainment;USA
KNP;knp;KNP;JPN;;JPN
Knuckle Cracker;knuckle_cracker;Knuckle Cracker;USA;;USA
KO_OP Mode;ko_op;KO OP;CAN;;CAN
Koalabs Studio;koalabs_studio;Koalabs;FRA;;FRA
Kobi;kobi;Kobi;JPN;;JPN
Kobingo;kobingo;Kobingo;JPN;;JPN
Koch Media;koch_media;Plaion (Koch Media);SWE;Embracer Group;DEU
Kodansha;kodansha;Kodansha;JPN;;JPN
Kodiak Interactive;kodiak_interactive;Kodiak Interactive;USA;;USA
Kodots Games;kodots_games;Kodots Games;USA;;USA
KOEI;koei;Koei Tecmo;JPN;Koei Tecmo Holdings;JPN
Koei / Inis;koei_inis;Koei Tecmo;JPN;Koei Tecmo Holdings;JPN
Koei Canada;koei_canada;Koei Canada;JPN;Koei Tecmo Holdings;CAN
Koei Tecmo;koei_tecmo;Koei Tecmo;JPN;Koei Tecmo Holdings;JPN
Koei Tecmo Games;koei_tecmo;Koei Tecmo;JPN;Koei Tecmo Holdings;JPN
Koei/Inis;koei_inis;Koei Tecmo;JPN;Koei Tecmo Holdings;JPN
Kogado Software Products;kogado_software;Kogado Studio;JPN;;JPN
Kogado Studio;kogado_software;Kogado Studio;JPN;;JPN
Kogado Studio, Inc.;kogado_software;Kogado Studio;JPN;;JPN
kohei;kohei;Kohei;JPN;;JPN
Koios Works;koios_works;Koios Works;USA;;USA
Kojima Productions;kojima_productions;Kojima Productions;JPN;;JPN
Kokakiki;kokakiki;Kokakiki;JPN;;JPN
Kokolo Corporation;kokolo;Kokolo;JPN;;JPN
Kokopeli Digital Studios;kokopeli;Kokopeli Digital;USA;THQ;USA
Kokuyo;kokuyo;Kokuyo;JPN;;JPN
Kolkom International;kolkom;Kolkom International;USA;;USA
Komi Games, Inc;komi_games;Komi Games;CAN;;CAN
Komodoware Entertainment;komodoware;Komodoware;USA;;USA
Konami;konami;Konami Studios;JPN;Konami Group;JPN
Konami / Eighting;konami;Konami Studios;JPN;Konami Group;JPN
Konami Computer Entertainment America;konami_america;Konami America;JPN;Konami Group;USA
Konami Computer Entertainment America, Inc. Honolulu Studio;konami_honolulu;Konami Honolulu;JPN;Konami Group;USA
Konami Computer Entertainment Hawaii;konami_hawaii;Konami Hawaii;JPN;Konami Group;USA
Konami Computer Entertainment Japan;kcej;Konami Japan;JPN;Konami Group;JPN
Konami Computer Entertainment Kobe;kce_kobe;Konami Kobe;JPN;Konami Group;JPN
Konami Computer Entertainment Kyoto;kce_kyoto;Konami Kyoto;JPN;Konami Group;JPN
Konami Computer Entertainment Nagoya;kce_nagoya;Konami Nagoya;JPN;Konami Group;JPN
Konami Computer Entertainment Osaka;kce_osaka;Konami Osaka;JPN;Konami Group;JPN
Konami Computer Entertainment Sapporo;kce_sapporo;Konami Sapporo;JPN;Konami Group;JPN
Konami Computer Entertainment Shinjuku;kce_shinjuku;Konami Shinjuku;JPN;Konami Group;JPN
Konami Computer Entertainment Tokyo;kce_tokyo;Konami Tokyo;JPN;Konami Group;JPN
Konami Computer Entertainment Yokohama;kce_yokohama;Konami Yokohama;JPN;Konami Group;JPN
Konami Digital Entertainment;konami_digital;Konami Studios;JPN;Konami Group;JPN
Konami Digital Entertainment, Inc.;konami_digital;Konami Studios;JPN;Konami Group;USA
Konami Software Shanghai;konami_shanghai;Konami Shanghai;JPN;Konami Group;CHN
KONANDENKI;konandenki;Konan Denki;JPN;;JPN
Kongregate;kongregate;Kongregate;SWE;Modern Times Group;USA
Konjak;konjak;Joakim Sandberg (Konjak);SWE;;SWE
Konstantin Koshutin;konstantin_koshutin;Konstantin Koshutin;RUS;;RUS
Kool Kizz;kool_kizz;Kool Kizz;JPN;;JPN
Koolhaus Games;koolhaus_games;Koolhaus Games;CAN;;CAN
Koramgame.com;koramgame;Koramgame;CHN;;CHN
Korner Entertainment;korner_ent;Korner Entertainment;ESP;;ESP
Korner Entertainment SL;korner_ent;Korner Entertainment;ESP;;ESP
Kosaido;kosaido;Kosaido;JPN;;JPN
Kosaido Co.;kosaido;Kosaido;JPN;;JPN
Kosei Wada;kosei_wada;Kosei Wada;JPN;;JPN
Koto;koto;Koto;JPN;;JPN
Kotobuki Solution Co., Ltd.;kemco;Kemco;JPN;Kotobuki Solution;JPN
Kotobuki Systems;kemco;Kemco;JPN;Kotobuki Solution;JPN
Kou Shibusawa;kou_shibusawa;Kou Shibusawa (Team);JPN;Koei Tecmo Holdings;JPN
Koubunsha;koubunsha;Koubunsha;JPN;;JPN
Kounan Denki Seisakujo (Mechanic Arms);mechanic_arms;Mechanic Arms;JPN;;JPN
Kouyousha;kouyousha;Kouyousha;JPN;;JPN
KraiSoft Entertainment;kraisoft;KraiSoft Entertainment;RUS;;RUS
Kraken Empire;kraken_empire;Kraken Empire;ESP;;ESP
KranX Productions;kranx_productions;KranX Productions;RUS;;RUS
KRG Soft;krg_soft;KRG Soft;KOR;MGame;KOR
KRGkill;krgkill;KRGkill;USA;;USA
Krillbite Studio;krillbite_studio;Krillbite Studio;NOR;;NOR
Krimzon Fake;krimzon_fake;Krimzon Fake;USA;;USA
Kris Steele;kris_steele;Kris Steele;USA;;USA
Krisalis;krisalis_software;Krisalis Software;GBR;;GBR
Krisalis Software;krisalis_software;Krisalis Software;GBR;;GBR
Kristanix Games;kristanix_games;Kristanix Games;NOR;;NOR
Kristian Carazo;kristian_carazo;Kristian Carazo;USA;;USA
Kritzelkratz;kritzelkratz;Kritzelkratz 3000;DEU;;DEU
KRITZELKRATZ 3000;kritzelkratz;Kritzelkratz 3000;DEU;;DEU
KrollWare LLC;krollware;KrollWare;USA;;USA
Krome Studios;krome_studios;Krome Studios;AUS;;AUS
Krome Studios / Screenlife Games;krome_studios;Krome Studios;AUS;;AUS
Kron Simulation Software;kron_simulation;Kron Simulation;USA;;USA
Kronos Digital Entertainment;kronos_digital;Kronos Digital Ent;USA;;USA
Krystian Majewski;krystian_majewski;Krystian Majewski;DEU;;DEU
KSS;kss;KSS;JPN;;JPN
kstrat2001;kstrat2001;Kstrat2001;USA;;USA
KSYM;ksym;KSYM;JPN;;JPN
KT Racing;kylotonn;Kylotonn Entertainment;FRA;Nacon;FRA
ktakaki;ktakaki;Kenichiro Takaki;JPN;Marvelous Inc;JPN
K-Tel Vision;k_tel_vision;K Tel Vision;USA;;USA
Kucing Rembes;kucing_rembes;Kucing Rembes;IDN;;IDN
Kuju Entertainment;kuju_ent;Kuju Entertainment;SWE;Enad Global 7;GBR
Kuju Sheffield;kuju_sheffield;Kuju Sheffield;SWE;Enad Global 7;GBR
Kuki;kuki;Kuki;JPN;;JPN
Kukouri;kukouri;Kukouri Mobile Entertainment;FIN;;FIN
Kumobius;kumobius;Kumobius;AUS;;AUS
Kung Fu;kung_fu;Kung Fu;JPN;;JPN
Kung Fu Factory;kung_fu_factory;Kung Fu Factory;KOR;Netmarble;USA
Kunos Simulazioni;kunos_simulazioni;Kunos Simulazioni;ITA;Digital Bros;ITA
Kure;kure;Kure;JPN;;JPN
Kush Games;kush_games;Kush Games;USA;Take Two Interactive;USA
Kutoka Interactive;kutoka_interactive;Kutoka Interactive;CAN;;CAN
Kuusou Kagaku;kuusou_kagaku;Kuusou Kagaku;JPN;;JPN
Kwan;kwan;Kwan;JPN;;JPN
KxONE;kxone;KxONE;USA;;USA
Kyarara;kyarara;Kyarara;JPN;;JPN
Kydos;kydos;Kydos;GBR;;GBR
Kydos Studios;kydos;Kydos;GBR;;GBR
Kyiv's Games;kyivs_games;Kyiv's Games;UKR;;UKR
Kyle Pulver;kyle_pulver;Kyle Pulver;USA;;USA
Kyle Seeley;kyle_seeley;Kyle Seeley;USA;;USA
Kylotonn;kylotonn;Kylotonn Entertainment;FRA;Nacon;FRA
Kylotonn Entertainment;kylotonn;Kylotonn Entertainment;FRA;Nacon;FRA
Kyodai;kyodai;Kyodai;JPN;;JPN
Kyouraku Sangyou Holdings;kyouraku_sangyou;Kyouraku Sangyou;JPN;;JPN
Kytin;kytin;Kytin;JPN;;JPN
Kyugo Boueki;kyugo_boueki;Kyugo Boueki;JPN;;JPN
Kyy Games;kyy_games;Kyy Games;FIN;;FIN
L. Stotch;l_stotch;L Stotch;USA;;USA
L0llygagg3r;l0llygagg3r;L0llygagg3r;USA;;USA
L0STlogic;l0stlogic;L0STlogic;USA;;USA
L3 Interactive;l3_interactive;L3 Interactive;USA;;USA
L4 Software;l4_software;L4 Software;USA;;USA
La Plata Studios;la_plata_studios;La Plata Studios;ARG;;ARG
Lab Rats Games;lab_rats_games;Lab Rats Games;USA;;USA
Lab Zero Games;lab_zero_games;Lab Zero Games;USA;;USA
Laberinto;laberinto;Laberinto;MEX;;MEX
Labyrinthine;labyrinthine;Labyrinthine;GBR;;GBR
Lace Mamba Global;lace_mamba_global;Lace Mamba Global;GBR;;GBR
La'cryma;lacryma;Lacryma;JPN;;JPN
Laddha Inc;laddha_inc;Laddha;USA;;USA
ladron;ladron;Ladron;USA;;USA
Ladyluck Digital Media;ladyluck_digital;Ladyluck Digital Media;PHL;;PHL
Lago;lago;Lago;JPN;;JPN
Lamina Studios;lamina_studios;Lamina Studios;PHL;;PHL
Laminar Research;laminar_research;Laminar Research;USA;;USA
LAN - GAMES EOOD;lan_games_eood;Lan Games;BGR;;BGR
Lancarse;lancarse;Lancarse;JPN;;JPN
Land Ho;land_ho;Land Ho;JPN;;JPN
Land Ho!;land_ho;Land Ho;JPN;;JPN
Landfall;landfall;Landfall Games;SWE;;SWE
Landfall Games;landfall_games;Landfall Games;SWE;;SWE
Landfall West;landfall_west;Landfall Games;SWE;;SWE
Landwarf;landwarf;Landwarf;USA;;USA
Langmaor;langmaor;Langmaor;JPN;;JPN
Lankhor;lankhor;Lankhor;FRA;;FRA
Lapland Studio;lapland_studio;Lapland Studio;FIN;;FIN
Lapovich;lapovich;Lapovich;RUS;;RUS
Large Animal;large_animal;Large Animal Games;USA;;USA
Large Animal Games;large_animal;Large Animal Games;USA;;USA
Larian Studios;larian_studios;Larian Studios;CHN;Tencent;BEL
Laser Dog;laser_dog;Laser Dog;GBR;;GBR
Laser Soft;laser_soft;Laser Soft;JPN;Telenet Japan;JPN
Lassie Games;lassie_games;Lassie Games;USA;;USA
Last Bastion Studios LLC;last_bastion_studios;Last Bastion Studios;USA;;USA
Last Man on the Sun;last_man_on_the_sun;Last Man on the Sun;USA;;USA
Lasta Dan Publisher;lasta_dan_publisher;Lasta Dan;RUS;;RUS
Latin Soul Studio;latin_soul_studio;Latin Soul Studio;COL;;COL
Laughing Jackal;laughing_jackal;Laughing Jackal;GBR;;GBR
laurent goethals;laurent_goethals;Laurent Goethals;BEL;;BEL
Lauriewsmith;lauriewsmith;Laurie W Smith;USA;;USA
Lavaboots Studios;lavaboots_studios;Lavaboots Studios;NZL;;NZL
LavaMind;lavamind;LavaMind;USA;;USA
Lavapotion;lavapotion;Lavapotion;SWE;Embracer Group;SWE
Layernet;layernet;Layernet;ITA;;ITA
Layopi Games;layopi_games;Layopi Games;POL;;POL
Lay-Up;layup;Lay Up;JPN;;JPN
Lazy 8 Studios;lazy_8_studios;Lazy 8 Studios;USA;;USA
Lazy Bear Games;lazy_bear_games;Lazy Bear Games;RUS;;RUS
lbxgames;lbxgames;lbxgames;USA;;USA
LCB Game Studio;lcb_game_studio;LCB Game Studio;ARG;;ARG
LDW;ldw;Last Day of Work;USA;;USA
Le Caillou;le_caillou;Le Caillou;FRA;;FRA
Le Cartel Studio;le_cartel_studio;Le Cartel Studio;FRA;;FRA
Le Chocolat;le_chocolat;Le Chocolat;JPN;;JPN
Le Cortex;le_cortex;Le Cortex;FRA;;FRA
Lead Pursuit;lead_pursuit;Lead Pursuit;USA;;USA
Leadman Games;leadman_games;Leadman Games;USA;;USA
Leaf;leaf;Leaf;JPN;Aqua Plus;JPN
League of Geeks;league_of_geeks;League of Geeks;AUS;;AUS
LEANDRO PIM;leandro_pim;Leandro Pim;BRA;;BRA
LEAP Game Studios;leap_game_studios;LEAP Game Studios;PER;;PER
Leaping Lizard;leaping_lizard;Leaping Lizard;USA;;USA
Leaping Lizard Software Inc.;leaping_lizard;Leaping Lizard;USA;;USA
Learn Technologies Interactive, Inc.;learn_technologies;Learn Technologies;USA;;USA
Lee Sang;lee_sang;Lee Sang;USA;;USA
lefantome;lefantome;Lefantome;FRA;;FRA
Left Behind Games;left_behind_games;Left Behind Games;USA;;USA
Left Field Productions;left_field_prod;Left Field Productions;USA;;USA
Legacy Interactive;legacy_interactive;Legacy Interactive;USA;;USA
Legend Entertainment;legend_entertainment;Legend Entertainment;FRA;Atari SA;USA
Legend Entertainment Company;legend_entertainment;Legend Entertainment;FRA;Atari SA;USA
Legendary Games;legendary_games;Legendary Games;GBR;;GBR
Legendo Entertainment;legendo_entertainment;Legendo Entertainment;SWE;;SWE
